round,request,status,node,http_code,curl_rc,duration_ms,error
4,18,OK,idm2,200,0,239.967,
4,27,OK,idm2,200,0,173.26,
4,8,OK,idm2,200,0,332.082,
4,12,OK,idm2,200,0,340.362,
4,14,OK,idm2,200,0,347.17,
4,30,OK,idm2,200,0,170.944,
4,31,OK,idm2,200,0,171.467,
4,23,OK,idm2,200,0,292.238,
4,29,OK,idm2,200,0,195.821,
4,28,OK,idm2,200,0,204.322,
4,21,OK,idm2,200,0,360.027,
4,24,OK,idm2,200,0,344.25,
4,32,OK,idm2,200,0,223.121,
4,34,OK,idm2,200,0,213.987,
4,25,OK,idm2,200,0,369.179,
4,37,OK,idm2,200,0,191.813,
4,35,OK,idm2,200,0,253.264,
4,38,OK,idm2,200,0,225.374,
4,40,OK,idm2,200,0,256.122,
4,41,OK,idm2,200,0,242.191,
4,33,OK,idm2,200,0,325.618,
4,39,OK,idm2,200,0,305.794,
4,45,OK,idm2,200,0,226.45,
4,47,OK,idm2,200,0,210.684,
4,36,OK,idm2,200,0,341.944,
4,48,OK,idm2,200,0,214.513,
4,42,OK,idm2,200,0,277.275,
4,44,OK,idm2,200,0,257.949,
4,52,OK,idm2,200,0,213.264,
4,51,OK,idm2,200,0,228.43,
4,46,OK,idm2,200,0,301.033,
4,50,OK,idm2,200,0,251.515,
4,49,OK,idm2,200,0,291.968,
4,54,OK,idm2,200,0,236.807,
4,55,OK,idm2,200,0,222.004,
4,43,OK,idm2,200,0,355.095,
4,58,OK,idm2,200,0,225.847,
4,57,OK,idm2,200,0,232.554,
4,61,OK,idm2,200,0,179.09,
4,64,OK,idm2,200,0,216.016,
4,62,OK,idm2,200,0,227.055,
4,56,OK,idm2,200,0,328.607,
4,53,OK,idm2,200,0,390.879,
4,67,OK,idm2,200,0,198.927,
4,60,OK,idm2,200,0,287.243,
4,59,OK,idm2,200,0,327.759,
4,69,OK,idm2,200,0,214.037,
4,68,OK,idm2,200,0,232.491,
4,75,OK,idm2,200,0,199.031,
4,79,OK,idm2,200,0,149.349,
4,63,OK,idm2,200,0,374.635,
4,65,OK,idm2,200,0,369.912,
